id,performer_name,promotion,brand,source_brand,gender_division,division,game_eligible,availability,role_tier,alignment,archetype,faction_or_team,championships,source_overall,game_overall,rating_basis,rating_confidence,estimated_salary_usd,contract_weeks_remaining,renewal_risk,popularity_overall,star_power,draw_power,merch_appeal,social_buzz,workrate,psychology,stamina,consistency,safety,big_match_ability,charisma,mic_skill,character_work,crowd_connection,segment_versatility,durability,injury_risk,recovery_rate,confidence,locker_room_influence,frustration,singles_fit,tag_fit,promo_fit,rivalry_fit,opener_fit,main_event_fit,special_stipulation_fit,primary_roster_source_url,secondary_roster_source_url,ratings_source_url,notes,recalibration_model,top_200_rank,top_200_selection_score,draftRank,popularity,momentum,ringSkill,promoSkill,morale,fatigue
wwe_raw_brutus_creed,Brutus Creed,WWE,Raw,Raw,Mens,Mens,Yes,Active,Enhancement,Heel,Powerhouse,American Made,,77,77,Sourced video-game overall used as anchor; component attributes derived for GM simulation,High,142000,52,25,77,74,75,72,83,73,75,73,77,76,75,74,78,73,74,76,74,19,70,70,74,28,75,81,75,74,80,69,76,https://www.thesmackdownhotel.com/roster/wwe/raw/,https://www.wwe.com/superstars,https://www.operationsports.com/wwe-2k26-ratings-list/,Roster source captured from current TSDH brand page; ratings anchored to WWE 2K26 when present.,initial_stats_recalibration_v1,126,71.25,126,66,60,68,58,51,11
wwe_smackdown_johnny_gargano,Johnny Gargano,WWE,SmackDown,SmackDown,Mens,Mens,Yes,Active,Enhancement,Heel,RingGeneral,,,76,76,Sourced video-game overall used as anchor; component attributes derived for GM simulation,High,141000,52,25,78,74,76,73,83,71,81,73,74,77,76,77,73,76,80,75,70,25,66,78,75,26,77,80,74,76,71,70,76,https://www.thesmackdownhotel.com/roster/wwe/smackdown/,https://www.wwe.com/superstars,https://www.operationsports.com/wwe-2k26-ratings-list/,Roster source captured from current TSDH brand page; ratings anchored to WWE 2K26 when present.,initial_stats_recalibration_v1,127,71.1,127,65,60,72,64,56,21
wwe_nxt_charlie_dempsey,Charlie Dempsey,WWE,NXT,NXT,Mens,Mens,Yes,Active,Prospect,Unknown,Technician,Birthright,,75,75,Sourced video-game overall used as anchor; component attributes derived for GM simulation,High,352000,52,25,78,72,75,74,73,69,78,72,77,70,73,75,73,74,78,74,71,27,63,70,78,20,73,69,73,74,73,67,70,https://www.thesmackdownhotel.com/roster/wwe/nxt/,https://www.wwe.com/superstars,https://www.operationsports.com/wwe-2k26-ratings-list/,Roster source captured from current TSDH brand page; ratings anchored to WWE 2K26 when present.,initial_stats_recalibration_v1,128,71,128,82,57,73,67,53,22
aew_aew_buddy_matthews,Buddy Matthews,AEW,AEW,AEW,Mens,Mens,Yes,Injured,Prospect,Unknown,RingGeneral,Hounds of Hell,,50,76,"Game-derived estimate from roster tier, title status, current availability, and known public role",Low,308000,52,35,78,74,76,77,81,80,72,81,80,74,72,74,70,77,81,74,71,31,61,66,79,22,70,83,73,75,69,62,71,https://www.fightful.com/wrestling/updated-all-elite-roster/,https://www.thesmackdownhotel.com/roster/aew/,https://www.thesmackdownhotel.com/aew-fight-forever/roster/,"AEW roster/availability from Fightful, cross-checkable with TSDH. AEW component stats are game-derived estimates because current public per-attribute ratings are not available.",initial_stats_recalibration_v1,129,70.9,129,62,58,75,71,51,33
aew_aew_dustin_rhodes,Dustin Rhodes,AEW,AEW,AEW,Mens,Mens,Yes,Injured,Prospect,Unknown,RingGeneral,,,50,76,"Game-derived estimate from roster tier, title status, current availability, and known public role",Low,308000,52,35,78,74,76,77,81,80,72,81,80,74,72,74,70,77,81,74,71,31,61,66,79,22,70,83,73,75,69,62,71,https://www.fightful.com/wrestling/updated-all-elite-roster/,https://www.thesmackdownhotel.com/roster/aew/,https://www.thesmackdownhotel.com/aew-fight-forever/roster/,"AEW roster/availability from Fightful, cross-checkable with TSDH. AEW component stats are game-derived estimates because current public per-attribute ratings are not available.",initial_stats_recalibration_v1,130,70.9,130,60,58,75,71,50,32
aew_aew_jake_doyle,Jake Doyle,AEW,AEW,AEW,Mens,Mens,Yes,Injured,Prospect,Unknown,RingGeneral,The Don Callis Family,,50,76,"Game-derived estimate from roster tier, title status, current availability, and known public role",Low,308000,52,35,78,74,76,77,81,80,72,81,80,74,72,74,70,77,81,74,71,31,61,66,79,22,70,83,73,75,69,62,71,https://www.fightful.com/wrestling/updated-all-elite-roster/,https://www.thesmackdownhotel.com/roster/aew/,https://www.thesmackdownhotel.com/aew-fight-forever/roster/,"AEW roster/availability from Fightful, cross-checkable with TSDH. AEW component stats are game-derived estimates because current public per-attribute ratings are not available.",initial_stats_recalibration_v1,131,70.9,131,59,58,74,71,50,31
aew_aew_josh_alexander,Josh Alexander,AEW,AEW,AEW,Mens,Mens,Yes,Injured,Prospect,Unknown,RingGeneral,The Don Callis Family,,50,76,"Game-derived estimate from roster tier, title status, current availability, and known public role",Low,308000,52,35,78,74,76,77,81,80,72,81,80,74,72,74,70,77,81,74,71,31,61,66,79,22,70,83,73,75,69,62,71,https://www.fightful.com/wrestling/updated-all-elite-roster/,https://www.thesmackdownhotel.com/roster/aew/,https://www.thesmackdownhotel.com/aew-fight-forever/roster/,"AEW roster/availability from Fightful, cross-checkable with TSDH. AEW component stats are game-derived estimates because current public per-attribute ratings are not available.",initial_stats_recalibration_v1,132,70.9,132,65,58,76,71,50,30
aew_aew_kota_ibushi,Kota Ibushi,AEW,AEW,AEW,Mens,Mens,Yes,Injured,Prospect,Unknown,RingGeneral,,,50,76,"Game-derived estimate from roster tier, title status, current availability, and known public role",Low,308000,52,35,78,74,76,77,81,80,72,81,80,74,72,74,70,77,81,74,71,31,61,66,79,22,70,83,73,75,69,62,71,https://www.fightful.com/wrestling/updated-all-elite-roster/,https://www.thesmackdownhotel.com/roster/aew/,https://www.thesmackdownhotel.com/aew-fight-forever/roster/,"AEW roster/availability from Fightful, cross-checkable with TSDH. AEW component stats are game-derived estimates because current public per-attribute ratings are not available.",initial_stats_recalibration_v1,133,70.9,133,64,58,76,71,50,30
wwe_nxt_myles_borne,Myles Borne,WWE,NXT,NXT,Mens,Mens,Yes,Active,Prospect,Unknown,RingGeneral,,,75,75,Sourced video-game overall used as anchor; component attributes derived for GM simulation,High,352000,52,25,76,72,74,77,77,78,77,70,74,76,75,78,74,81,77,76,74,19,69,72,80,18,74,75,77,76,70,69,79,https://www.thesmackdownhotel.com/roster/wwe/nxt/,https://www.wwe.com/superstars,https://www.operationsports.com/wwe-2k26-ratings-list/,Roster source captured from current TSDH brand page; ratings anchored to WWE 2K26 when present.,initial_stats_recalibration_v1,134,70.7,134,83,58,74,74,56,15
wwe_smackdown_nathan_frazer,Nathan Frazer,WWE,SmackDown,SmackDown,Mens,Mens,Yes,Active,Enhancement,Face,HighFlyer,Fraxiom,,76,76,Sourced video-game overall used as anchor; component attributes derived for GM simulation,High,141000,52,25,76,74,75,76,80,73,78,81,76,72,74,77,75,81,73,77,74,21,64,72,73,18,73,81,78,75,76,68,79,https://www.thesmackdownhotel.com/roster/wwe/smackdown/,https://www.wwe.com/superstars,https://www.operationsports.com/wwe-2k26-ratings-list/,Roster source captured from current TSDH brand page; ratings anchored to WWE 2K26 when present.,initial_stats_recalibration_v1,135,70.6,135,63,60,72,64,52,17
wwe_smackdown_axiom,Axiom,WWE,SmackDown,SmackDown,Mens,Mens,Yes,Active,Enhancement,Face,HighFlyer,Fraxiom,,75,75,Sourced video-game overall used as anchor; component attributes derived for GM simulation,High,141000,52,25,78,75,76,80,75,69,79,73,76,78,69,74,73,77,78,75,69,21,71,73,72,23,77,79,75,74,72,63,71,https://www.thesmackdownhotel.com/roster/wwe/smackdown/,https://www.wwe.com/superstars,https://www.operationsports.com/wwe-2k26-ratings-list/,Roster source captured from current TSDH brand page; ratings anchored to WWE 2K26 when present.,initial_stats_recalibration_v1,136,70.5,136,64,58,71,61,52,7
wwe_nxt_channing_stacks_lorenzo,"Channing ""Stacks"" Lorenzo",WWE,NXT,NXT,Mens,Mens,Yes,Active,Prospect,Unknown,RingGeneral,Birthright,,74,74,Sourced video-game overall used as anchor; component attributes derived for GM simulation,High,351000,52,25,74,73,73,78,80,71,72,72,75,69,72,77,81,77,72,77,67,31,62,75,76,17,71,75,79,74,75,66,76,https://www.thesmackdownhotel.com/roster/wwe/nxt/,https://www.wwe.com/superstars,https://www.operationsports.com/wwe-2k26-ratings-list/,Roster source captured from current TSDH brand page; ratings anchored to WWE 2K26 when present.,initial_stats_recalibration_v1,137,69.9,137,82,59,72,72,54,25
wwe_nxt_josh_briggs,Josh Briggs,WWE,NXT,NXT,Mens,Mens,Yes,Active,Prospect,Unknown,RingGeneral,,,74,74,Sourced video-game overall used as anchor; component attributes derived for GM simulation,High,351000,52,25,74,73,73,78,80,71,72,72,75,69,72,77,81,77,72,77,67,31,62,75,76,17,71,75,79,74,75,66,76,https://www.thesmackdownhotel.com/roster/wwe/nxt/,https://www.wwe.com/superstars,https://www.operationsports.com/wwe-2k26-ratings-list/,Roster source captured from current TSDH brand page; ratings anchored to WWE 2K26 when present.,initial_stats_recalibration_v1,138,69.9,138,83,58,72,72,54,25
wwe_nxt_nikkita_lyons,Nikkita Lyons,WWE,NXT,NXT,Womens,Womens,Yes,Active,Prospect,Unknown,RingGeneral,,,73,73,Sourced video-game overall used as anchor; component attributes derived for GM simulation,High,349000,52,25,76,72,74,79,78,75,76,76,76,70,73,77,74,75,73,74,65,21,73,69,69,16,73,70,74,73,70,67,79,https://www.thesmackdownhotel.com/roster/wwe/nxt/,https://www.wwe.com/superstars,https://www.operationsports.com/wwe-2k26-ratings-list/,Roster source captured from current TSDH brand page; ratings anchored to WWE 2K26 when present.,initial_stats_recalibration_v1,139,69.7,139,83,57,73,71,53,11
wwe_smackdown_kit_wilson,Kit Wilson,WWE,SmackDown,SmackDown,Mens,Mens,Yes,Active,Midcard,Heel,RingGeneral,Pretty Deadly,,50,72,"Game-derived estimate from roster tier, title status, current availability, and known public role",Medium,904000,52,25,74,70,72,78,68,66,73,71,72,70,72,72,75,72,74,73,67,19,74,77,74,16,72,70,73,73,74,70,73,https://www.thesmackdownhotel.com/roster/wwe/smackdown/,https://www.wwe.com/superstars,https://www.operationsports.com/wwe-2k26-ratings-list/,Roster source captured from current TSDH brand page; ratings anchored to WWE 2K26 when present.,initial_stats_recalibration_v1,140,69.3,140,70,59,73,73,61,7
wwe_smackdown_royce_keys,Royce Keys,WWE,SmackDown,SmackDown,Mens,Mens,Yes,Active,Midcard,Face,RingGeneral,,,50,72,"Game-derived estimate from roster tier, title status, current availability, and known public role",Medium,904000,52,25,74,70,72,78,68,66,73,71,72,70,72,72,75,72,74,73,67,19,74,77,74,16,72,70,73,73,74,70,73,https://www.thesmackdownhotel.com/roster/wwe/smackdown/,https://www.wwe.com/superstars,https://www.operationsports.com/wwe-2k26-ratings-list/,Roster source captured from current TSDH brand page; ratings anchored to WWE 2K26 when present.,initial_stats_recalibration_v1,141,69.3,141,69,59,73,73,61,7
wwe_raw_rusev,Rusev,WWE,Raw,Raw,Mens,Mens,Yes,Active,Midcard,Heel,RingGeneral,,,50,72,"Game-derived estimate from roster tier, title status, current availability, and known public role",Medium,904000,52,25,74,70,72,78,68,66,73,71,72,70,72,72,75,72,74,73,67,19,74,77,74,16,72,70,73,73,74,70,73,https://www.thesmackdownhotel.com/roster/wwe/raw/,https://www.wwe.com/superstars,https://www.operationsports.com/wwe-2k26-ratings-list/,Roster source captured from current TSDH brand page; ratings anchored to WWE 2K26 when present.,initial_stats_recalibration_v1,142,69.3,142,69,59,73,73,61,7
wwe_smackdown_tama_tonga,Tama Tonga,WWE,SmackDown,SmackDown,Mens,Mens,Yes,Active,Midcard,Heel,RingGeneral,MFT,,50,72,"Game-derived estimate from roster tier, title status, current availability, and known public role",Medium,904000,52,25,74,70,72,78,68,66,73,71,72,70,72,72,75,72,74,73,67,19,74,77,74,16,72,70,73,73,74,70,73,https://www.thesmackdownhotel.com/roster/wwe/smackdown/,https://www.wwe.com/superstars,https://www.operationsports.com/wwe-2k26-ratings-list/,Roster source captured from current TSDH brand page; ratings anchored to WWE 2K26 when present.,initial_stats_recalibration_v1,143,69.3,143,68,59,73,73,60,6
wwe_raw_otis,Otis,WWE,Raw,Raw,Mens,Mens,Yes,Active,Enhancement,Face,RingGeneral,Alpha Academy,,75,75,Sourced video-game overall used as anchor; component attributes derived for GM simulation,High,141000,52,25,72,74,73,75,74,71,75,76,72,73,70,75,78,74,69,75,72,21,73,78,80,19,74,81,76,71,79,64,80,https://www.thesmackdownhotel.com/roster/wwe/raw/,https://www.wwe.com/superstars,https://www.operationsports.com/wwe-2k26-ratings-list/,Roster source captured from current TSDH brand page; ratings anchored to WWE 2K26 when present.,initial_stats_recalibration_v1,144,69.15,144,65,57,71,59,58,14
wwe_nxt_bronco_nima,Bronco Nima,WWE,NXT,NXT,Mens,Mens,Yes,Active,Prospect,Unknown,Powerhouse,,,50,72,"Game-derived estimate from roster tier, title status, current availability, and known public role",Medium,348000,52,25,75,72,73,71,76,70,67,65,69,77,70,75,75,76,71,74,69,25,65,73,74,15,71,78,75,72,75,64,82,https://www.thesmackdownhotel.com/roster/wwe/nxt/,https://www.wwe.com/superstars,https://www.operationsports.com/wwe-2k26-ratings-list/,Roster source captured from current TSDH brand page; ratings anchored to WWE 2K26 when present.,initial_stats_recalibration_v1,145,68.85,145,82,57,62,70,56,22
wwe_nxt_kali_armstrong,Kali Armstrong,WWE,NXT,NXT,Womens,Womens,Yes,Active,Prospect,Unknown,Technician,,,50,72,"Game-derived estimate from roster tier, title status, current availability, and known public role",Medium,348000,52,25,75,71,73,71,80,76,73,71,71,75,69,74,78,76,73,75,69,17,72,70,68,20,75,65,77,73,69,63,78,https://www.thesmackdownhotel.com/roster/wwe/nxt/,https://www.wwe.com/superstars,https://www.operationsports.com/wwe-2k26-ratings-list/,Roster source captured from current TSDH brand page; ratings anchored to WWE 2K26 when present.,initial_stats_recalibration_v1,146,68.6,146,81,57,73,70,52,19
wwe_nxt_adriana_rizzo,Adriana Rizzo,WWE,NXT,NXT,Womens,Womens,Yes,Active,Prospect,Unknown,RingGeneral,,,50,72,"Game-derived estimate from roster tier, title status, current availability, and known public role",Medium,348000,52,25,73,70,71,70,78,71,69,69,73,71,70,68,71,68,74,70,64,20,72,63,77,27,73,80,69,71,67,64,71,https://www.thesmackdownhotel.com/roster/wwe/nxt/,https://www.wwe.com/superstars,https://www.operationsports.com/wwe-2k26-ratings-list/,Roster source captured from current TSDH brand page; ratings anchored to WWE 2K26 when present.,initial_stats_recalibration_v1,147,67.95,147,78,57,71,61,50,17
wwe_nxt_arianna_grace,Arianna Grace,WWE,NXT,NXT,Womens,Womens,Yes,Active,Prospect,Unknown,RingGeneral,Birthright,,50,72,"Game-derived estimate from roster tier, title status, current availability, and known public role",Medium,348000,52,25,73,70,71,70,78,71,69,69,73,71,70,68,71,68,74,70,64,20,72,63,77,27,73,80,69,71,67,64,71,https://www.thesmackdownhotel.com/roster/wwe/nxt/,https://www.wwe.com/superstars,https://www.operationsports.com/wwe-2k26-ratings-list/,Roster source captured from current TSDH brand page; ratings anchored to WWE 2K26 when present.,initial_stats_recalibration_v1,148,67.95,148,78,57,70,61,50,17
wwe_nxt_karmen_petrovic,Karmen Petrovic,WWE,NXT,NXT,Womens,Womens,Yes,Active,Prospect,Unknown,RingGeneral,,,50,72,"Game-derived estimate from roster tier, title status, current availability, and known public role",Medium,348000,52,25,73,70,71,70,78,71,69,69,73,71,70,68,71,68,74,70,64,20,72,63,77,27,73,80,69,71,67,64,71,https://www.thesmackdownhotel.com/roster/wwe/nxt/,https://www.wwe.com/superstars,https://www.operationsports.com/wwe-2k26-ratings-list/,Roster source captured from current TSDH brand page; ratings anchored to WWE 2K26 when present.,initial_stats_recalibration_v1,149,67.95,149,78,56,70,61,50,17
wwe_nxt_kendal_grey,Kendal Grey,WWE,NXT,NXT,Womens,Womens,Yes,Active,Prospect,Unknown,RingGeneral,,,50,72,"Game-derived estimate from roster tier, title status, current availability, and known public role",Medium,348000,52,25,73,70,71,70,78,71,69,69,73,71,70,68,71,68,74,70,64,20,72,63,77,27,73,80,69,71,67,64,71,https://www.thesmackdownhotel.com/roster/wwe/nxt/,https://www.wwe.com/superstars,https://www.operationsports.com/wwe-2k26-ratings-list/,Roster source captured from current TSDH brand page; ratings anchored to WWE 2K26 when present.,initial_stats_recalibration_v1,150,67.95,150,77,56,70,60,50,17
wwe_smackdown_kiana_james,Kiana James,WWE,SmackDown,SmackDown,Womens,Womens,Yes,Active,Prospect,Unknown,RingGeneral,Giulia & Kiana James,,50,72,"Game-derived estimate from roster tier, title status, current availability, and known public role",Medium,348000,52,25,73,70,71,70,78,71,69,69,73,71,70,68,71,68,74,70,64,20,72,63,77,27,73,80,69,71,67,64,71,https://www.thesmackdownhotel.com/roster/wwe/smackdown/,https://www.wwe.com/superstars,https://www.operationsports.com/wwe-2k26-ratings-list/,Roster source captured from current TSDH brand page; ratings anchored to WWE 2K26 when present.,initial_stats_recalibration_v1,151,67.95,151,62,56,70,60,49,17
wwe_smackdown_lainey_reid,Lainey Reid,WWE,SmackDown,SmackDown,Womens,Womens,Yes,Active,Prospect,Unknown,RingGeneral,The Fatal Influence,,50,72,"Game-derived estimate from roster tier, title status, current availability, and known public role",Medium,348000,52,25,73,70,71,70,78,71,69,69,73,71,70,68,71,68,74,70,64,20,72,63,77,27,73,80,69,71,67,64,71,https://www.thesmackdownhotel.com/roster/wwe/smackdown/,https://www.wwe.com/superstars,https://www.operationsports.com/wwe-2k26-ratings-list/,Roster source captured from current TSDH brand page; ratings anchored to WWE 2K26 when present.,initial_stats_recalibration_v1,152,67.95,152,61,56,69,60,49,16
wwe_nxt_lizzy_rain,Lizzy Rain,WWE,NXT,NXT,Womens,Womens,Yes,Active,Prospect,Unknown,RingGeneral,,,50,72,"Game-derived estimate from roster tier, title status, current availability, and known public role",Medium,348000,52,25,73,70,71,70,78,71,69,69,73,71,70,68,71,68,74,70,64,20,72,63,77,27,73,80,69,71,67,64,71,https://www.thesmackdownhotel.com/roster/wwe/nxt/,https://www.wwe.com/superstars,https://www.operationsports.com/wwe-2k26-ratings-list/,Roster source captured from current TSDH brand page; ratings anchored to WWE 2K26 when present.,initial_stats_recalibration_v1,153,67.95,153,77,56,69,63,49,18
wwe_nxt_myka_lockwood,Myka Lockwood,WWE,NXT,NXT,Womens,Womens,Yes,Active,Prospect,Unknown,RingGeneral,,,50,72,"Game-derived estimate from roster tier, title status, current availability, and known public role",Medium,348000,52,25,73,70,71,70,78,71,69,69,73,71,70,68,71,68,74,70,64,20,72,63,77,27,73,80,69,71,67,64,71,https://www.thesmackdownhotel.com/roster/wwe/nxt/,https://www.wwe.com/superstars,https://www.operationsports.com/wwe-2k26-ratings-list/,Roster source captured from current TSDH brand page; ratings anchored to WWE 2K26 when present.,initial_stats_recalibration_v1,154,67.95,154,77,56,69,63,49,18
wwe_smackdown_piper_niven,Piper Niven,WWE,SmackDown,SmackDown,Womens,Womens,Yes,Active,Prospect,Unknown,RingGeneral,The Green Regime,,50,72,"Game-derived estimate from roster tier, title status, current availability, and known public role",Medium,348000,52,25,73,70,71,70,78,71,69,69,73,71,70,68,71,68,74,70,64,20,72,63,77,27,73,80,69,71,67,64,71,https://www.thesmackdownhotel.com/roster/wwe/smackdown/,https://www.wwe.com/superstars,https://www.operationsports.com/wwe-2k26-ratings-list/,Roster source captured from current TSDH brand page; ratings anchored to WWE 2K26 when present.,initial_stats_recalibration_v1,155,67.95,155,60,56,68,59,49,16
wwe_nxt_skylar_raye,Skylar Raye,WWE,NXT,NXT,Womens,Womens,Yes,Active,Prospect,Unknown,RingGeneral,,,50,72,"Game-derived estimate from roster tier, title status, current availability, and known public role",Medium,348000,52,25,73,70,71,70,78,71,69,69,73,71,70,68,71,68,74,70,64,20,72,63,77,27,73,80,69,71,67,64,71,https://www.thesmackdownhotel.com/roster/wwe/nxt/,https://www.wwe.com/superstars,https://www.operationsports.com/wwe-2k26-ratings-list/,Roster source captured from current TSDH brand page; ratings anchored to WWE 2K26 when present.,initial_stats_recalibration_v1,156,67.95,156,81,56,68,63,49,18
wwe_nxt_tatum_paxley,Tatum Paxley,WWE,NXT,NXT,Womens,Womens,Yes,Active,Prospect,Unknown,RingGeneral,,,50,72,"Game-derived estimate from roster tier, title status, current availability, and known public role",Medium,348000,52,25,73,70,71,70,78,71,69,69,73,71,70,68,71,68,74,70,64,20,72,63,77,27,73,80,69,71,67,64,71,https://www.thesmackdownhotel.com/roster/wwe/nxt/,https://www.wwe.com/superstars,https://www.operationsports.com/wwe-2k26-ratings-list/,Roster source captured from current TSDH brand page; ratings anchored to WWE 2K26 when present.,initial_stats_recalibration_v1,157,67.95,157,81,56,68,63,49,18
wwe_nxt_thea_hail,Thea Hail,WWE,NXT,NXT,Womens,Womens,Yes,Active,Prospect,Unknown,RingGeneral,,,50,72,"Game-derived estimate from roster tier, title status, current availability, and known public role",Medium,348000,52,25,73,70,71,70,78,71,69,69,73,71,70,68,71,68,74,70,64,20,72,63,77,27,73,80,69,71,67,64,71,https://www.thesmackdownhotel.com/roster/wwe/nxt/,https://www.wwe.com/superstars,https://www.operationsports.com/wwe-2k26-ratings-list/,Roster source captured from current TSDH brand page; ratings anchored to WWE 2K26 when present.,initial_stats_recalibration_v1,158,67.95,158,80,55,71,62,49,18
wwe_nxt_wendy_choo,Wendy Choo,WWE,NXT,NXT,Womens,Womens,Yes,Active,Prospect,Unknown,RingGeneral,,,50,72,"Game-derived estimate from roster tier, title status, current availability, and known public role",Medium,348000,52,25,73,70,71,70,78,71,69,69,73,71,70,68,71,68,74,70,64,20,72,63,77,27,73,80,69,71,67,64,71,https://www.thesmackdownhotel.com/roster/wwe/nxt/,https://www.wwe.com/superstars,https://www.operationsports.com/wwe-2k26-ratings-list/,Roster source captured from current TSDH brand page; ratings anchored to WWE 2K26 when present.,initial_stats_recalibration_v1,159,67.95,159,80,55,71,62,49,18
wwe_nxt_wren_sinclair,Wren Sinclair,WWE,NXT,NXT,Womens,Womens,Yes,Active,Prospect,Unknown,RingGeneral,,,50,72,"Game-derived estimate from roster tier, title status, current availability, and known public role",Medium,348000,52,25,73,70,71,70,78,71,69,69,73,71,70,68,71,68,74,70,64,20,72,63,77,27,73,80,69,71,67,64,71,https://www.thesmackdownhotel.com/roster/wwe/nxt/,https://www.wwe.com/superstars,https://www.operationsports.com/wwe-2k26-ratings-list/,Roster source captured from current TSDH brand page; ratings anchored to WWE 2K26 when present.,initial_stats_recalibration_v1,160,67.95,160,79,55,71,62,49,17
wwe_nxt_zaria,Zaria,WWE,NXT,NXT,Womens,Womens,Yes,Active,Prospect,Unknown,RingGeneral,,,50,72,"Game-derived estimate from roster tier, title status, current availability, and known public role",Medium,348000,52,25,73,70,71,70,78,71,69,69,73,71,70,68,71,68,74,70,64,20,72,63,77,27,73,80,69,71,67,64,71,https://www.thesmackdownhotel.com/roster/wwe/nxt/,https://www.wwe.com/superstars,https://www.operationsports.com/wwe-2k26-ratings-list/,Roster source captured from current TSDH brand page; ratings anchored to WWE 2K26 when present.,initial_stats_recalibration_v1,161,67.95,161,79,55,71,62,48,17
wwe_raw_cruz_del_toro,Cruz Del Toro,WWE,Raw,Raw,Mens,Mens,Yes,Active,Enhancement,Face,RingGeneral,,,73,73,Sourced video-game overall used as anchor; component attributes derived for GM simulation,High,140000,52,25,72,72,72,71,66,74,78,76,75,73,68,76,79,75,72,75,63,28,67,72,76,25,69,73,77,72,78,62,73,https://www.thesmackdownhotel.com/roster/wwe/raw/,https://www.wwe.com/superstars,https://www.operationsports.com/wwe-2k26-ratings-list/,Roster source captured from current TSDH brand page; ratings anchored to WWE 2K26 when present.,initial_stats_recalibration_v1,162,67.65,162,55,49,72,64,56,24
wwe_smackdown_talla_tonga,Talla Tonga,WWE,SmackDown,SmackDown,Mens,Mens,Yes,Active,Midcard,Heel,Powerhouse,MFT,,50,72,"Game-derived estimate from roster tier, title status, current availability, and known public role",Medium,904000,52,25,69,68,68,72,75,73,71,71,70,78,66,75,75,77,70,74,66,27,61,65,68,17,75,71,76,70,70,64,81,https://www.thesmackdownhotel.com/roster/wwe/smackdown/,https://www.wwe.com/superstars,https://www.operationsports.com/wwe-2k26-ratings-list/,Roster source captured from current TSDH brand page; ratings anchored to WWE 2K26 when present.,initial_stats_recalibration_v1,163,67.45,163,66,57,72,72,48,21
wwe_smackdown_angel,Angel,WWE,SmackDown,SmackDown,Mens,Mens,Yes,Active,Enhancement,Heel,RingGeneral,Los Garza,,72,72,Sourced video-game overall used as anchor; component attributes derived for GM simulation,High,139000,52,25,73,72,72,73,71,67,67,65,75,76,67,73,71,72,70,71,68,20,73,68,68,21,72,81,71,69,68,61,77,https://www.thesmackdownhotel.com/roster/wwe/smackdown/,https://www.wwe.com/superstars,https://www.operationsports.com/wwe-2k26-ratings-list/,Roster source captured from current TSDH brand page; ratings anchored to WWE 2K26 when present.,initial_stats_recalibration_v1,164,67.3,164,59,49,61,57,48,16
wwe_smackdown_berto,Berto,WWE,SmackDown,SmackDown,Mens,Mens,Yes,Active,Enhancement,Heel,RingGeneral,Los Garza,,72,72,Sourced video-game overall used as anchor; component attributes derived for GM simulation,High,139000,52,25,73,72,72,73,71,67,67,65,75,76,67,73,71,72,70,71,68,20,73,68,68,21,72,81,71,69,68,61,77,https://www.thesmackdownhotel.com/roster/wwe/smackdown/,https://www.wwe.com/superstars,https://www.operationsports.com/wwe-2k26-ratings-list/,Roster source captured from current TSDH brand page; ratings anchored to WWE 2K26 when present.,initial_stats_recalibration_v1,165,67.3,165,57,48,61,56,48,16
wwe_raw_bravo_americano,Bravo Americano,WWE,Raw,Raw,Mens,Mens,Yes,Active,Enhancement,Tweener,RingGeneral,,,50,72,"Game-derived estimate from roster tier, title status, current availability, and known public role",Medium,139000,52,25,73,72,72,73,71,67,67,65,75,76,67,73,71,72,70,71,68,20,73,68,68,21,72,81,71,69,68,61,77,https://www.thesmackdownhotel.com/roster/wwe/raw/,https://www.wwe.com/superstars,https://www.operationsports.com/wwe-2k26-ratings-list/,Roster source captured from current TSDH brand page; ratings anchored to WWE 2K26 when present.,initial_stats_recalibration_v1,166,67.3,166,64,46,60,56,48,15
wwe_raw_grayson_waller,Grayson Waller,WWE,Raw,Raw,Mens,Mens,Yes,Active,Enhancement,Heel,RingGeneral,,,50,72,"Game-derived estimate from roster tier, title status, current availability, and known public role",Medium,139000,52,25,73,72,72,73,71,67,67,65,75,76,67,73,71,72,70,71,68,20,73,68,68,21,72,81,71,69,68,61,77,https://www.thesmackdownhotel.com/roster/wwe/raw/,https://www.wwe.com/superstars,https://www.operationsports.com/wwe-2k26-ratings-list/,Roster source captured from current TSDH brand page; ratings anchored to WWE 2K26 when present.,initial_stats_recalibration_v1,167,67.3,167,62,46,60,55,48,15
wwe_raw_joaquin_wilde,Joaquin Wilde,WWE,Raw,Raw,Mens,Mens,Yes,Active,Enhancement,Face,RingGeneral,,,72,72,Sourced video-game overall used as anchor; component attributes derived for GM simulation,High,139000,52,25,73,72,72,73,71,67,67,65,75,76,67,73,71,72,70,71,68,20,73,68,68,21,72,81,71,69,68,61,77,https://www.thesmackdownhotel.com/roster/wwe/raw/,https://www.wwe.com/superstars,https://www.operationsports.com/wwe-2k26-ratings-list/,Roster source captured from current TSDH brand page; ratings anchored to WWE 2K26 when present.,initial_stats_recalibration_v1,168,67.3,168,60,46,59,55,48,15
