top_200_rank,top_200_selection_score,id,performer_name,promotion,brand,source_brand,gender_division,division,game_eligible,availability,role_tier,alignment,archetype,faction_or_team,championships,source_overall,game_overall,rating_basis,rating_confidence,estimated_salary_usd,contract_weeks_remaining,renewal_risk,popularity_overall,star_power,draw_power,merch_appeal,social_buzz,workrate,psychology,stamina,consistency,safety,big_match_ability,charisma,mic_skill,character_work,crowd_connection,segment_versatility,fatigue,durability,injury_risk,recovery_rate,morale,confidence,locker_room_influence,frustration,singles_fit,tag_fit,promo_fit,rivalry_fit,opener_fit,main_event_fit,special_stipulation_fit,primary_roster_source_url,secondary_roster_source_url,ratings_source_url,notes
136,73.35,aew_aew_kip_sabian,Kip Sabian,AEW,AEW,AEW,Mens,Mens,Yes,Inactive,Prospect,Unknown,RingGeneral,,,,76,"Game-derived estimate from roster tier, title status, current availability, and known public role",Low,308000,52,35,78,74,76,77,81,80,72,81,80,74,72,74,70,77,81,74,43,73,23,64,62,66,79,22,70,83,73,75,69,62,71,https://www.fightful.com/wrestling/updated-all-elite-roster/,https://www.thesmackdownhotel.com/roster/aew/,https://www.thesmackdownhotel.com/aew-fight-forever/roster/,"AEW roster/availability from Fightful, cross-checkable with TSDH. AEW component stats are game-derived estimates because current public per-attribute ratings are not available."
137,73.35,aew_aew_keith_lee,Keith Lee,AEW,AEW,AEW,Mens,Mens,Yes,Inactive,Prospect,Unknown,RingGeneral,,,,76,"Game-derived estimate from roster tier, title status, current availability, and known public role",Low,308000,52,35,78,74,76,77,81,80,72,81,80,74,72,74,70,77,81,74,43,73,23,64,62,66,79,22,70,83,73,75,69,62,71,https://www.fightful.com/wrestling/updated-all-elite-roster/,https://www.thesmackdownhotel.com/roster/aew/,https://www.thesmackdownhotel.com/aew-fight-forever/roster/,"AEW roster/availability from Fightful, cross-checkable with TSDH. AEW component stats are game-derived estimates because current public per-attribute ratings are not available."
138,73.35,aew_aew_jeff_jarrett_w_karen_jarrett,Jeff Jarrett ( w/ Karen Jarrett),AEW,AEW,AEW,Mens,Mens,Yes,Inactive,Prospect,Unknown,RingGeneral,,,,76,"Game-derived estimate from roster tier, title status, current availability, and known public role",Low,308000,52,35,78,74,76,77,81,80,72,81,80,74,72,74,70,77,81,74,43,73,23,64,62,66,79,22,70,83,73,75,69,62,71,https://www.fightful.com/wrestling/updated-all-elite-roster/,https://www.thesmackdownhotel.com/roster/aew/,https://www.thesmackdownhotel.com/aew-fight-forever/roster/,"AEW roster/availability from Fightful, cross-checkable with TSDH. AEW component stats are game-derived estimates because current public per-attribute ratings are not available."
139,73.35,aew_aew_colt_cabana,Colt Cabana,AEW,AEW,AEW,Mens,Mens,Yes,Inactive,Prospect,Unknown,RingGeneral,,,,76,"Game-derived estimate from roster tier, title status, current availability, and known public role",Low,308000,52,35,78,74,76,77,81,80,72,81,80,74,72,74,70,77,81,74,43,73,23,64,62,66,79,22,70,83,73,75,69,62,71,https://www.fightful.com/wrestling/updated-all-elite-roster/,https://www.thesmackdownhotel.com/roster/aew/,https://www.thesmackdownhotel.com/aew-fight-forever/roster/,"AEW roster/availability from Fightful, cross-checkable with TSDH. AEW component stats are game-derived estimates because current public per-attribute ratings are not available."
140,73.35,aew_aew_brandon_cutler,Brandon Cutler,AEW,AEW,AEW,Mens,Mens,Yes,Inactive,Prospect,Unknown,RingGeneral,,,,76,"Game-derived estimate from roster tier, title status, current availability, and known public role",Low,308000,52,35,78,74,76,77,81,80,72,81,80,74,72,74,70,77,81,74,43,73,23,64,62,66,79,22,70,83,73,75,69,62,71,https://www.fightful.com/wrestling/updated-all-elite-roster/,https://www.thesmackdownhotel.com/roster/aew/,https://www.thesmackdownhotel.com/aew-fight-forever/roster/,"AEW roster/availability from Fightful, cross-checkable with TSDH. AEW component stats are game-derived estimates because current public per-attribute ratings are not available."
141,73.35,aew_aew_billy_gunn,Billy Gunn,AEW,AEW,AEW,Mens,Mens,Yes,Inactive,Prospect,Unknown,RingGeneral,,,,76,"Game-derived estimate from roster tier, title status, current availability, and known public role",Low,308000,52,35,78,74,76,77,81,80,72,81,80,74,72,74,70,77,81,74,43,73,23,64,62,66,79,22,70,83,73,75,69,62,71,https://www.fightful.com/wrestling/updated-all-elite-roster/,https://www.thesmackdownhotel.com/roster/aew/,https://www.thesmackdownhotel.com/aew-fight-forever/roster/,"AEW roster/availability from Fightful, cross-checkable with TSDH. AEW component stats are game-derived estimates because current public per-attribute ratings are not available."
142,73.1,aew_aew_marq_quen,Marq Quen,AEW,AEW,AEW,Mens,Mens,Yes,Injured,Prospect,Unknown,RingGeneral,Private Party,,,76,"Game-derived estimate from roster tier, title status, current availability, and known public role",Low,308000,52,35,78,74,76,77,81,80,72,81,80,74,72,74,70,77,81,74,43,71,31,61,62,66,79,22,70,83,73,75,69,62,71,https://www.fightful.com/wrestling/updated-all-elite-roster/,https://www.thesmackdownhotel.com/roster/aew/,https://www.thesmackdownhotel.com/aew-fight-forever/roster/,"AEW roster/availability from Fightful, cross-checkable with TSDH. AEW component stats are game-derived estimates because current public per-attribute ratings are not available."
143,73.1,aew_aew_kota_ibushi,Kota Ibushi,AEW,AEW,AEW,Mens,Mens,Yes,Injured,Prospect,Unknown,RingGeneral,,,,76,"Game-derived estimate from roster tier, title status, current availability, and known public role",Low,308000,52,35,78,74,76,77,81,80,72,81,80,74,72,74,70,77,81,74,43,71,31,61,62,66,79,22,70,83,73,75,69,62,71,https://www.fightful.com/wrestling/updated-all-elite-roster/,https://www.thesmackdownhotel.com/roster/aew/,https://www.thesmackdownhotel.com/aew-fight-forever/roster/,"AEW roster/availability from Fightful, cross-checkable with TSDH. AEW component stats are game-derived estimates because current public per-attribute ratings are not available."
144,73.1,aew_aew_josh_alexander,Josh Alexander,AEW,AEW,AEW,Mens,Mens,Yes,Injured,Prospect,Unknown,RingGeneral,The Don Callis Family,,,76,"Game-derived estimate from roster tier, title status, current availability, and known public role",Low,308000,52,35,78,74,76,77,81,80,72,81,80,74,72,74,70,77,81,74,43,71,31,61,62,66,79,22,70,83,73,75,69,62,71,https://www.fightful.com/wrestling/updated-all-elite-roster/,https://www.thesmackdownhotel.com/roster/aew/,https://www.thesmackdownhotel.com/aew-fight-forever/roster/,"AEW roster/availability from Fightful, cross-checkable with TSDH. AEW component stats are game-derived estimates because current public per-attribute ratings are not available."
145,73.1,aew_aew_jake_doyle,Jake Doyle,AEW,AEW,AEW,Mens,Mens,Yes,Injured,Prospect,Unknown,RingGeneral,The Don Callis Family,,,76,"Game-derived estimate from roster tier, title status, current availability, and known public role",Low,308000,52,35,78,74,76,77,81,80,72,81,80,74,72,74,70,77,81,74,43,71,31,61,62,66,79,22,70,83,73,75,69,62,71,https://www.fightful.com/wrestling/updated-all-elite-roster/,https://www.thesmackdownhotel.com/roster/aew/,https://www.thesmackdownhotel.com/aew-fight-forever/roster/,"AEW roster/availability from Fightful, cross-checkable with TSDH. AEW component stats are game-derived estimates because current public per-attribute ratings are not available."
146,73.1,aew_aew_dustin_rhodes,Dustin Rhodes,AEW,AEW,AEW,Mens,Mens,Yes,Injured,Prospect,Unknown,RingGeneral,,,,76,"Game-derived estimate from roster tier, title status, current availability, and known public role",Low,308000,52,35,78,74,76,77,81,80,72,81,80,74,72,74,70,77,81,74,43,71,31,61,62,66,79,22,70,83,73,75,69,62,71,https://www.fightful.com/wrestling/updated-all-elite-roster/,https://www.thesmackdownhotel.com/roster/aew/,https://www.thesmackdownhotel.com/aew-fight-forever/roster/,"AEW roster/availability from Fightful, cross-checkable with TSDH. AEW component stats are game-derived estimates because current public per-attribute ratings are not available."
147,73.1,aew_aew_buddy_matthews,Buddy Matthews,AEW,AEW,AEW,Mens,Mens,Yes,Injured,Prospect,Unknown,RingGeneral,Hounds of Hell,,,76,"Game-derived estimate from roster tier, title status, current availability, and known public role",Low,308000,52,35,78,74,76,77,81,80,72,81,80,74,72,74,70,77,81,74,43,71,31,61,62,66,79,22,70,83,73,75,69,62,71,https://www.fightful.com/wrestling/updated-all-elite-roster/,https://www.thesmackdownhotel.com/roster/aew/,https://www.thesmackdownhotel.com/aew-fight-forever/roster/,"AEW roster/availability from Fightful, cross-checkable with TSDH. AEW component stats are game-derived estimates because current public per-attribute ratings are not available."
148,73.0,aew_aew_yuka_sakazaki,Yuka Sakazaki,AEW,AEW,AEW,Womens,Womens,Yes,Inactive,Prospect,Unknown,RingGeneral,,,,76,"Game-derived estimate from roster tier, title status, current availability, and known public role",Low,308000,52,35,78,73,75,76,83,80,78,80,74,77,71,78,79,75,76,76,45,68,30,66,73,75,75,33,71,84,77,74,70,61,77,https://www.fightful.com/wrestling/updated-all-elite-roster/,https://www.thesmackdownhotel.com/roster/aew/,https://www.thesmackdownhotel.com/aew-fight-forever/roster/,"AEW roster/availability from Fightful, cross-checkable with TSDH. AEW component stats are game-derived estimates because current public per-attribute ratings are not available."
149,73.0,aew_aew_ruby_soho,Ruby Soho,AEW,AEW,AEW,Womens,Womens,No,Unavailable,Prospect,Unknown,RingGeneral,,,,76,"Game-derived estimate from roster tier, title status, current availability, and known public role",Low,308000,52,35,78,73,75,76,83,80,78,80,74,77,71,78,79,75,76,76,45,68,30,66,73,75,75,33,71,84,77,74,70,61,77,https://www.fightful.com/wrestling/updated-all-elite-roster/,https://www.thesmackdownhotel.com/roster/aew/,https://www.thesmackdownhotel.com/aew-fight-forever/roster/,"AEW roster/availability from Fightful, cross-checkable with TSDH. AEW component stats are game-derived estimates because current public per-attribute ratings are not available."
150,73.0,aew_aew_rebel,Rebel,AEW,AEW,AEW,Womens,Womens,Yes,Inactive,Prospect,Unknown,RingGeneral,,,,76,"Game-derived estimate from roster tier, title status, current availability, and known public role",Low,308000,52,35,78,73,75,76,83,80,78,80,74,77,71,78,79,75,76,76,45,68,30,66,73,75,75,33,71,84,77,74,70,61,77,https://www.fightful.com/wrestling/updated-all-elite-roster/,https://www.thesmackdownhotel.com/roster/aew/,https://www.thesmackdownhotel.com/aew-fight-forever/roster/,"AEW roster/availability from Fightful, cross-checkable with TSDH. AEW component stats are game-derived estimates because current public per-attribute ratings are not available."
151,73.0,aew_aew_emi_sakura,Emi Sakura,AEW,AEW,AEW,Womens,Womens,Yes,Inactive,Prospect,Unknown,RingGeneral,,,,76,"Game-derived estimate from roster tier, title status, current availability, and known public role",Low,308000,52,35,78,73,75,76,83,80,78,80,74,77,71,78,79,75,76,76,45,68,30,66,73,75,75,33,71,84,77,74,70,61,77,https://www.fightful.com/wrestling/updated-all-elite-roster/,https://www.thesmackdownhotel.com/roster/aew/,https://www.thesmackdownhotel.com/aew-fight-forever/roster/,"AEW roster/availability from Fightful, cross-checkable with TSDH. AEW component stats are game-derived estimates because current public per-attribute ratings are not available."
152,72.95,wwe_smackdown_nathan_frazer,Nathan Frazer,WWE,SmackDown,SmackDown,Mens,Mens,Yes,Active,Enhancement,Face,HighFlyer,Fraxiom,,76,76,Sourced video-game overall used as anchor; component attributes derived for GM simulation,High,141000,52,25,76,74,75,76,80,73,78,81,76,72,74,77,75,81,73,77,21,74,21,64,71,72,73,18,73,81,78,75,76,68,79,https://www.thesmackdownhotel.com/roster/wwe/smackdown/,https://www.wwe.com/superstars,https://www.operationsports.com/wwe-2k26-ratings-list/,Roster source captured from current TSDH brand page; ratings anchored to WWE 2K26 when present.
153,72.95,wwe_nxt_charlie_dempsey,Charlie Dempsey,WWE,NXT,NXT,Mens,Mens,Yes,Active,Prospect,Unknown,Technician,Birthright,,75,75,Sourced video-game overall used as anchor; component attributes derived for GM simulation,High,352000,52,25,78,72,75,74,73,69,78,72,77,70,73,75,73,74,78,74,25,71,27,63,70,70,78,20,73,69,73,74,73,67,70,https://www.thesmackdownhotel.com/roster/wwe/nxt/,https://www.wwe.com/superstars,https://www.operationsports.com/wwe-2k26-ratings-list/,Roster source captured from current TSDH brand page; ratings anchored to WWE 2K26 when present.
154,72.85,aew_aew_nyla_rose,Nyla Rose,AEW,AEW,AEW,Womens,Womens,Yes,Inactive,Prospect,Unknown,Powerhouse,,,,76,"Game-derived estimate from roster tier, title status, current availability, and known public role",Low,308000,52,35,76,73,74,71,78,77,72,72,71,76,76,80,76,76,73,76,46,70,29,63,72,77,77,32,68,85,76,75,69,66,86,https://www.fightful.com/wrestling/updated-all-elite-roster/,https://www.thesmackdownhotel.com/roster/aew/,https://www.thesmackdownhotel.com/aew-fight-forever/roster/,"AEW roster/availability from Fightful, cross-checkable with TSDH. AEW component stats are game-derived estimates because current public per-attribute ratings are not available."
155,72.85,wwe_smackdown_axiom,Axiom,WWE,SmackDown,SmackDown,Mens,Mens,Yes,Active,Enhancement,Face,HighFlyer,Fraxiom,,75,75,Sourced video-game overall used as anchor; component attributes derived for GM simulation,High,141000,52,25,78,75,76,80,75,69,79,73,76,78,69,74,73,77,78,75,10,69,21,71,69,73,72,23,77,79,75,74,72,63,71,https://www.thesmackdownhotel.com/roster/wwe/smackdown/,https://www.wwe.com/superstars,https://www.operationsports.com/wwe-2k26-ratings-list/,Roster source captured from current TSDH brand page; ratings anchored to WWE 2K26 when present.
156,72.75,aew_aew_persephone,Persephone,AEW,AEW,AEW,Womens,Womens,Yes,Injured,Prospect,Unknown,RingGeneral,,,,76,"Game-derived estimate from roster tier, title status, current availability, and known public role",Low,308000,52,35,78,73,75,76,83,80,78,80,74,77,71,78,79,75,76,76,45,66,38,64,73,75,75,33,71,84,77,74,70,61,77,https://www.fightful.com/wrestling/updated-all-elite-roster/,https://www.thesmackdownhotel.com/roster/aew/,https://www.thesmackdownhotel.com/aew-fight-forever/roster/,"AEW roster/availability from Fightful, cross-checkable with TSDH. AEW component stats are game-derived estimates because current public per-attribute ratings are not available."
157,72.75,aew_aew_penelope_ford,Penelope Ford,AEW,AEW,AEW,Womens,Womens,Yes,Injured,Prospect,Unknown,RingGeneral,MegaBad,,,76,"Game-derived estimate from roster tier, title status, current availability, and known public role",Low,308000,52,35,78,73,75,76,83,80,78,80,74,77,71,78,79,75,76,76,45,66,38,64,73,75,75,33,71,84,77,74,70,61,77,https://www.fightful.com/wrestling/updated-all-elite-roster/,https://www.thesmackdownhotel.com/roster/aew/,https://www.thesmackdownhotel.com/aew-fight-forever/roster/,"AEW roster/availability from Fightful, cross-checkable with TSDH. AEW component stats are game-derived estimates because current public per-attribute ratings are not available."
158,72.75,aew_aew_leila_grey,Leila Grey,AEW,AEW,AEW,Womens,Womens,Yes,Injured,Prospect,Unknown,RingGeneral,Skyflight,,,76,"Game-derived estimate from roster tier, title status, current availability, and known public role",Low,308000,52,35,78,73,75,76,83,80,78,80,74,77,71,78,79,75,76,76,45,66,38,64,73,75,75,33,71,84,77,74,70,61,77,https://www.fightful.com/wrestling/updated-all-elite-roster/,https://www.thesmackdownhotel.com/roster/aew/,https://www.thesmackdownhotel.com/aew-fight-forever/roster/,"AEW roster/availability from Fightful, cross-checkable with TSDH. AEW component stats are game-derived estimates because current public per-attribute ratings are not available."
159,72.65,wwe_nxt_myles_borne,Myles Borne,WWE,NXT,NXT,Mens,Mens,Yes,Active,Prospect,Unknown,RingGeneral,,,75,75,Sourced video-game overall used as anchor; component attributes derived for GM simulation,High,352000,52,25,76,72,74,77,77,78,77,70,74,76,75,78,74,81,77,76,23,74,19,69,71,72,80,18,74,75,77,76,70,69,79,https://www.thesmackdownhotel.com/roster/wwe/nxt/,https://www.wwe.com/superstars,https://www.operationsports.com/wwe-2k26-ratings-list/,Roster source captured from current TSDH brand page; ratings anchored to WWE 2K26 when present.
160,72.55,aew_aew_kamille,Kamille,AEW,AEW,AEW,Womens,Womens,Yes,Active,Prospect,Unknown,Powerhouse,,,,74,"Game-derived estimate from roster tier, title status, current availability, and known public role",Low,305000,52,25,76,74,75,79,76,76,78,76,75,69,72,78,82,75,76,77,14,63,32,61,72,71,71,16,73,84,78,75,70,66,75,https://www.fightful.com/wrestling/updated-all-elite-roster/,https://www.thesmackdownhotel.com/roster/aew/,https://www.thesmackdownhotel.com/aew-fight-forever/roster/,"AEW roster/availability from Fightful, cross-checkable with TSDH. AEW component stats are game-derived estimates because current public per-attribute ratings are not available."
161,72.3,aew_aew_zack_gibson,Zack Gibson,AEW,AEW,AEW,Mens,Mens,Yes,Active,Prospect,Unknown,Technician,Grizzled Young Veterans,,,74,"Game-derived estimate from roster tier, title status, current availability, and known public role",Low,305000,52,25,75,74,74,80,74,68,76,72,78,76,72,76,72,76,77,74,11,66,33,67,60,65,75,19,72,76,74,74,79,66,74,https://www.fightful.com/wrestling/updated-all-elite-roster/,https://www.thesmackdownhotel.com/roster/aew/,https://www.thesmackdownhotel.com/aew-fight-forever/roster/,"AEW roster/availability from Fightful, cross-checkable with TSDH. AEW component stats are game-derived estimates because current public per-attribute ratings are not available."
162,72.3,aew_aew_wheeler_yuta,Wheeler Yuta,AEW,AEW,AEW,Mens,Mens,Yes,Active,Prospect,Unknown,Technician,Death Riders,,,74,"Game-derived estimate from roster tier, title status, current availability, and known public role",Low,305000,52,25,75,74,74,80,74,68,76,72,78,76,72,76,72,76,77,74,11,66,33,67,60,65,75,19,72,76,74,74,79,66,74,https://www.fightful.com/wrestling/updated-all-elite-roster/,https://www.thesmackdownhotel.com/roster/aew/,https://www.thesmackdownhotel.com/aew-fight-forever/roster/,"AEW roster/availability from Fightful, cross-checkable with TSDH. AEW component stats are game-derived estimates because current public per-attribute ratings are not available."
163,72.3,aew_aew_katsuyori_shibata,Katsuyori Shibata,AEW,AEW,AEW,Mens,Mens,Yes,Active,Prospect,Unknown,Technician,The Opps,,,74,"Game-derived estimate from roster tier, title status, current availability, and known public role",Low,305000,52,25,75,74,74,80,74,68,76,72,78,76,72,76,72,76,77,74,11,66,33,67,60,65,75,19,72,76,74,74,79,66,74,https://www.fightful.com/wrestling/updated-all-elite-roster/,https://www.thesmackdownhotel.com/roster/aew/,https://www.thesmackdownhotel.com/aew-fight-forever/roster/,"AEW roster/availability from Fightful, cross-checkable with TSDH. AEW component stats are game-derived estimates because current public per-attribute ratings are not available."
164,72.3,aew_aew_daniel_garcia,Daniel Garcia,AEW,AEW,AEW,Mens,Mens,Yes,Active,Prospect,Unknown,Technician,Death Riders,,,74,"Game-derived estimate from roster tier, title status, current availability, and known public role",Low,305000,52,25,75,74,74,80,74,68,76,72,78,76,72,76,72,76,77,74,11,66,33,67,60,65,75,19,72,76,74,74,79,66,74,https://www.fightful.com/wrestling/updated-all-elite-roster/,https://www.thesmackdownhotel.com/roster/aew/,https://www.thesmackdownhotel.com/aew-fight-forever/roster/,"AEW roster/availability from Fightful, cross-checkable with TSDH. AEW component stats are game-derived estimates because current public per-attribute ratings are not available."
165,72.3,aew_aew_bad_apple_bryan_keith,Bad Apple Bryan Keith,AEW,AEW,AEW,Mens,Mens,Yes,Active,Prospect,Unknown,Technician,Paid in Full,,,74,"Game-derived estimate from roster tier, title status, current availability, and known public role",Low,305000,52,25,75,74,74,80,74,68,76,72,78,76,72,76,72,76,77,74,11,66,33,67,60,65,75,19,72,76,74,74,79,66,74,https://www.fightful.com/wrestling/updated-all-elite-roster/,https://www.thesmackdownhotel.com/roster/aew/,https://www.thesmackdownhotel.com/aew-fight-forever/roster/,"AEW roster/availability from Fightful, cross-checkable with TSDH. AEW component stats are game-derived estimates because current public per-attribute ratings are not available."
166,72.25,aew_aew_wardlow,Wardlow,AEW,AEW,AEW,Mens,Mens,Yes,Injured,Prospect,Unknown,Powerhouse,The Don Callis Family,,,76,"Game-derived estimate from roster tier, title status, current availability, and known public role",Low,308000,52,35,76,72,74,81,76,75,75,73,72,74,73,82,78,82,80,78,53,67,32,66,79,74,76,32,72,73,80,77,71,63,75,https://www.fightful.com/wrestling/updated-all-elite-roster/,https://www.thesmackdownhotel.com/roster/aew/,https://www.thesmackdownhotel.com/aew-fight-forever/roster/,"AEW roster/availability from Fightful, cross-checkable with TSDH. AEW component stats are game-derived estimates because current public per-attribute ratings are not available."
167,72.25,aew_aew_brian_cage,Brian Cage,AEW,AEW,AEW,Mens,Mens,Yes,Injured,Prospect,Unknown,Powerhouse,The Don Callis Family & Murder Machines,,,76,"Game-derived estimate from roster tier, title status, current availability, and known public role",Low,308000,52,35,76,72,74,81,76,75,75,73,72,74,73,82,78,82,80,78,53,67,32,66,79,74,76,32,72,73,80,77,71,63,75,https://www.fightful.com/wrestling/updated-all-elite-roster/,https://www.thesmackdownhotel.com/roster/aew/,https://www.thesmackdownhotel.com/aew-fight-forever/roster/,"AEW roster/availability from Fightful, cross-checkable with TSDH. AEW component stats are game-derived estimates because current public per-attribute ratings are not available."
168,72.05,aew_aew_satnam_singh,Satnam Singh,AEW,AEW,AEW,Mens,Mens,Yes,Active,Prospect,Unknown,Powerhouse,,,,74,"Game-derived estimate from roster tier, title status, current availability, and known public role",Low,305000,52,25,76,72,74,74,71,74,77,75,76,71,72,79,75,82,76,77,22,67,29,66,78,78,75,23,75,80,78,75,77,66,80,https://www.fightful.com/wrestling/updated-all-elite-roster/,https://www.thesmackdownhotel.com/roster/aew/,https://www.thesmackdownhotel.com/aew-fight-forever/roster/,"AEW roster/availability from Fightful, cross-checkable with TSDH. AEW component stats are game-derived estimates because current public per-attribute ratings are not available."
169,72.05,aew_aew_myron_reed,Myron Reed,AEW,AEW,AEW,Mens,Mens,Yes,Active,Prospect,Unknown,Powerhouse,The Rascalz,,,74,"Game-derived estimate from roster tier, title status, current availability, and known public role",Low,305000,52,25,76,72,74,74,71,74,77,75,76,71,72,79,75,82,76,77,22,67,29,66,78,78,75,23,75,80,78,75,77,66,80,https://www.fightful.com/wrestling/updated-all-elite-roster/,https://www.thesmackdownhotel.com/roster/aew/,https://www.thesmackdownhotel.com/aew-fight-forever/roster/,"AEW roster/availability from Fightful, cross-checkable with TSDH. AEW component stats are game-derived estimates because current public per-attribute ratings are not available."
170,72.05,aew_aew_lance_archer,Lance Archer,AEW,AEW,AEW,Mens,Mens,Yes,Active,Prospect,Unknown,Powerhouse,The Don Callis Family,,,74,"Game-derived estimate from roster tier, title status, current availability, and known public role",Low,305000,52,25,76,72,74,74,71,74,77,75,76,71,72,79,75,82,76,77,22,67,29,66,78,78,75,23,75,80,78,75,77,66,80,https://www.fightful.com/wrestling/updated-all-elite-roster/,https://www.thesmackdownhotel.com/roster/aew/,https://www.thesmackdownhotel.com/aew-fight-forever/roster/,"AEW roster/availability from Fightful, cross-checkable with TSDH. AEW component stats are game-derived estimates because current public per-attribute ratings are not available."
171,71.85,aew_aew_zachary_wentz,Zachary Wentz,AEW,AEW,AEW,Mens,Mens,Yes,Active,Prospect,Unknown,RingGeneral,The Rascalz,,,74,"Game-derived estimate from roster tier, title status, current availability, and known public role",Low,305000,52,25,74,73,73,78,80,71,72,72,75,69,72,77,81,77,72,77,24,67,31,62,71,75,76,17,71,75,79,74,75,66,76,https://www.fightful.com/wrestling/updated-all-elite-roster/,https://www.thesmackdownhotel.com/roster/aew/,https://www.thesmackdownhotel.com/aew-fight-forever/roster/,"AEW roster/availability from Fightful, cross-checkable with TSDH. AEW component stats are game-derived estimates because current public per-attribute ratings are not available."
172,71.85,aew_aew_turbo_floyd,Turbo Floyd,AEW,AEW,AEW,Mens,Mens,Yes,Active,Prospect,Unknown,RingGeneral,The Outrunners,,,74,"Game-derived estimate from roster tier, title status, current availability, and known public role",Low,305000,52,25,74,73,73,78,80,71,72,72,75,69,72,77,81,77,72,77,24,67,31,62,71,75,76,17,71,75,79,74,75,66,76,https://www.fightful.com/wrestling/updated-all-elite-roster/,https://www.thesmackdownhotel.com/roster/aew/,https://www.thesmackdownhotel.com/aew-fight-forever/roster/,"AEW roster/availability from Fightful, cross-checkable with TSDH. AEW component stats are game-derived estimates because current public per-attribute ratings are not available."
173,71.85,aew_aew_truth_magnum,Truth Magnum,AEW,AEW,AEW,Mens,Mens,Yes,Active,Prospect,Unknown,RingGeneral,The Outrunners,,,74,"Game-derived estimate from roster tier, title status, current availability, and known public role",Low,305000,52,25,74,73,73,78,80,71,72,72,75,69,72,77,81,77,72,77,24,67,31,62,71,75,76,17,71,75,79,74,75,66,76,https://www.fightful.com/wrestling/updated-all-elite-roster/,https://www.thesmackdownhotel.com/roster/aew/,https://www.thesmackdownhotel.com/aew-fight-forever/roster/,"AEW roster/availability from Fightful, cross-checkable with TSDH. AEW component stats are game-derived estimates because current public per-attribute ratings are not available."
174,71.85,aew_aew_trent_beretta,Trent Beretta,AEW,AEW,AEW,Mens,Mens,Yes,Active,Prospect,Unknown,RingGeneral,The Don Callis Family,,,74,"Game-derived estimate from roster tier, title status, current availability, and known public role",Low,305000,52,25,74,73,73,78,80,71,72,72,75,69,72,77,81,77,72,77,24,67,31,62,71,75,76,17,71,75,79,74,75,66,76,https://www.fightful.com/wrestling/updated-all-elite-roster/,https://www.thesmackdownhotel.com/roster/aew/,https://www.thesmackdownhotel.com/aew-fight-forever/roster/,"AEW roster/availability from Fightful, cross-checkable with TSDH. AEW component stats are game-derived estimates because current public per-attribute ratings are not available."
175,71.85,aew_aew_tony_nese,Tony Nese,AEW,AEW,AEW,Mens,Mens,Yes,Active,Prospect,Unknown,RingGeneral,The Premier Athletes,,,74,"Game-derived estimate from roster tier, title status, current availability, and known public role",Low,305000,52,25,74,73,73,78,80,71,72,72,75,69,72,77,81,77,72,77,24,67,31,62,71,75,76,17,71,75,79,74,75,66,76,https://www.fightful.com/wrestling/updated-all-elite-roster/,https://www.thesmackdownhotel.com/roster/aew/,https://www.thesmackdownhotel.com/aew-fight-forever/roster/,"AEW roster/availability from Fightful, cross-checkable with TSDH. AEW component stats are game-derived estimates because current public per-attribute ratings are not available."
176,71.85,aew_aew_tommy_billington,Tommy Billington,AEW,AEW,AEW,Mens,Mens,Yes,Active,Prospect,Unknown,RingGeneral,,,,74,"Game-derived estimate from roster tier, title status, current availability, and known public role",Low,305000,52,25,74,73,73,78,80,71,72,72,75,69,72,77,81,77,72,77,24,67,31,62,71,75,76,17,71,75,79,74,75,66,76,https://www.fightful.com/wrestling/updated-all-elite-roster/,https://www.thesmackdownhotel.com/roster/aew/,https://www.thesmackdownhotel.com/aew-fight-forever/roster/,"AEW roster/availability from Fightful, cross-checkable with TSDH. AEW component stats are game-derived estimates because current public per-attribute ratings are not available."
177,71.85,aew_aew_toa_liona,Toa Liona,AEW,AEW,AEW,Mens,Mens,Yes,Active,Prospect,Unknown,RingGeneral,The Demand & Gates of Agony,,,74,"Game-derived estimate from roster tier, title status, current availability, and known public role",Low,305000,52,25,74,73,73,78,80,71,72,72,75,69,72,77,81,77,72,77,24,67,31,62,71,75,76,17,71,75,79,74,75,66,76,https://www.fightful.com/wrestling/updated-all-elite-roster/,https://www.thesmackdownhotel.com/roster/aew/,https://www.thesmackdownhotel.com/aew-fight-forever/roster/,"AEW roster/availability from Fightful, cross-checkable with TSDH. AEW component stats are game-derived estimates because current public per-attribute ratings are not available."
178,71.85,aew_aew_the_beast_mortos,The Beast Mortos,AEW,AEW,AEW,Mens,Mens,Yes,Active,Prospect,Unknown,RingGeneral,La Faccion Ingobernable,,,74,"Game-derived estimate from roster tier, title status, current availability, and known public role",Low,305000,52,25,74,73,73,78,80,71,72,72,75,69,72,77,81,77,72,77,24,67,31,62,71,75,76,17,71,75,79,74,75,66,76,https://www.fightful.com/wrestling/updated-all-elite-roster/,https://www.thesmackdownhotel.com/roster/aew/,https://www.thesmackdownhotel.com/aew-fight-forever/roster/,"AEW roster/availability from Fightful, cross-checkable with TSDH. AEW component stats are game-derived estimates because current public per-attribute ratings are not available."
